Probe Time,Probe 0,Probe 1,Probe 2,Probe 3,Probe 4
11.6795,309.867,160.779,143.571,32.8916,0.912139
11.68,301.873,159.028,142.995,33.2317,0.890995
11.6805,292.378,154.582,141.749,33.3421,0.940439
11.681,300.842,160.277,141.68,33.4775,0.932947
11.6815,301.282,159.659,140.672,33.6111,0.906468
11.682,300.347,157.929,139.578,33.6297,0.772475
11.6825,296.284,156.59,140.044,34.0104,0.895181
11.683,299.814,160.028,138.727,34.0299,0.858905
11.6835,302.528,161.167,138.397,34.0998,0.780703
11.684,295.116,157.869,137.242,34.2058,0.756791
11.6845,320.757,180.078,140.071,35.5804,1.35133
11.685,294.581,156.705,140.926,35.1923,0.859832
11.6855,281.394,141.705,138.77,34.9749,0.695949
11.686,294.633,153.083,133.698,34.7312,0.626696
11.6865,295.571,153.549,132.899,35.1108,0.692921
11.687,298.38,155.704,133.259,35.3816,0.813226
11.6875,296.785,155.765,133.152,35.5228,0.809559
11.688,295.894,155.014,132.602,35.6485,0.799074
11.6885,296.841,155.991,132.071,35.7827,0.813625
11.689,297.687,156.859,131.994,36.0919,0.90787
11.6895,296.42,155.912,132.101,36.3599,0.983303
11.69,296.841,156.892,131.758,36.5019,0.964518
11.6905,298.51,158.996,131.713,36.7334,0.982112
11.691,298.807,160.021,131.294,36.7583,1.0318
11.6915,298.135,161.469,131.261,37.0319,0.961944
11.692,297.037,158.829,130.778,37.09,0.914979
11.6925,299.085,158.691,129.248,37.1537,1.00671
11.693,300.304,161.53,129.185,37.3558,1.06414
11.6935,301.14,163.225,129.776,37.7054,1.16253
11.694,300.085,163.12,130.13,37.8367,1.15855
11.6945,299.481,162.321,129.16,37.7077,1.03252
11.695,300.343,163.44,128.925,37.9216,1.09401
11.6955,303.004,166.287,128.086,37.8899,1.03183
11.696,303.387,168.195,128.503,38.0815,1.09999
11.6965,303.794,168.204,129.052,38.2894,1.17658
11.697,301.42,166.399,128.183,38.2145,1.07376
11.6975,305.129,170.888,127.565,38.3466,1.2065
11.698,307.622,174.611,127.345,38.5956,1.1936
11.6985,310.127,176.776,128.102,38.7815,1.17784
11.699,308.659,175.518,127.862,38.7209,1.07282
11.6995,344.554,199.425,127.882,38.8948,1.11177
11.7,349.529,209.922,126.64,39.068,1.12767
11.7005,251.083,141.459,127.688,39.5747,1.22173
11.701,299.42,164.567,123.142,38.7209,0.926793
11.7015,307.02,173.124,121.434,38.2571,1.00943
11.702,306.351,175.29,123.901,39.3096,1.15583
11.7025,305.336,176.127,124.267,39.4411,1.07895
11.703,310.385,180.61,125.152,39.5898,0.991985
11.7035,312.31,182.545,124.807,39.6769,0.940914
11.704,309.158,181.485,123.362,39.7506,0.951922
11.7045,314.78,188.456,125.095,39.9778,0.958674
11.705,311.487,185.163,125.644,40.139,0.916793
11.7055,305.603,177.967,125.049,40.1413,0.89459
11.706,304.924,178.682,121.982,40.1118,0.952319
11.7065,308.928,182.686,121.403,39.9624,0.818539
11.707,312.524,187.237,121.044,40.0381,0.816371
11.7075,303.028,180.855,121.455,40.3834,0.901202
11.708,302.462,179.234,122.327,40.7629,1.03493
11.7085,306.299,181.86,120.726,40.598,0.917703
11.709,309.002,184.961,119.22,40.6618,0.916569
11.7095,310.738,187.294,118.686,40.7033,0.91989
11.71,307.572,185.443,118.565,40.8326,0.882853
11.7105,300.414,178.773,119.954,41.1077,0.948509
11.711,304.604,181.958,117.737,40.9427,0.862326
11.7115,312.955,190.48,117.009,41.0286,0.871135
11.712,309.541,188.845,117.014,41.3272,1.00455
11.7125,307.193,186.941,117.605,41.4177,1.02532
11.713,305.908,183.18,118.24,41.3315,0.927409
11.7135,353.337,209.322,116.425,41.4025,0.904579
11.714,295.238,192.837,115.319,41.5459,0.922994
11.7145,271.229,158.695,113.497,40.6397,0.471241
11.715,299.095,177.759,113.796,41.5146,0.956359
11.7155,310.21,189.969,113.104,42.291,1.23456
11.716,306.676,186.232,113.112,42.3048,1.07258
11.7165,311.759,191.805,112.694,42.41,1.04468
11.717,305.005,187.238,110.14,42.0763,0.957905
11.7175,307.759,190.714,110.699,42.4797,1.04434
11.718,309.138,191.342,110.641,42.4867,0.987912
11.7185,311.211,194.322,110.142,42.4754,0.899466
11.719,310.18,192.346,109.573,42.5201,0.877196
11.7195,310.15,194.178,108.955,42.5752,0.892874
11.72,312.664,196.076,111.292,42.7191,0.894243
11.7205,314.17,198.784,107.994,42.8468,0.967779
11.721,312.036,196.093,110.523,43.0931,1.03461
11.7215,306.876,190.595,113.869,43.5426,0.985663
11.722,304.728,187.865,109.234,43.1266,1.04288
11.7225,324.444,207.085,107.626,43.0352,0.98356
11.723,312.539,196.975,108.411,43.2285,0.958915
11.7235,382.588,298.429,101.655,43.1422,0.975179
11.724,307.736,181.413,139.313,44.9435,0.948861
11.7245,243.639,132.772,110.004,42.2226,0.425226
11.725,295.992,175.814,101.199,42.2003,0.929985
11.7255,303.336,185.95,101.591,42.7925,1.01809
11.726,307.097,190.686,101.275,43.1587,1.13946
11.7265,309.846,194.27,101.717,43.704,1.24547
11.727,311.022,196.249,101.097,43.8678,1.21926
11.7275,310.439,196.415,100.965,43.9439,1.17397
11.728,311.981,198.535,101.022,43.9662,1.11827
11.7285,310.425,197.695,100.913,44.1517,1.15528
11.729,312.927,200.292,100.225,43.8615,1.02824
11.7295,311.289,199.04,99.1517,43.9057,1.02854
11.73,311.347,199.537,99.4979,44.0023,1.00258
11.7305,314.371,202.61,100.538,44.2541,1.01247
11.731,315.217,203.833,98.8539,43.8672,0.897585
11.7315,306.894,196.147,96.0717,43.7868,0.977324
11.732,309.452,198.654,97.8382,44.1483,1.00757
11.7325,310.382,200.238,97.7153,44.0203,0.936113
11.733,311.785,201.357,97.1097,44.1631,0.955014
11.7335,310.837,200.327,96.4222,44.1044,0.897376
11.734,310.585,200.039,96.1276,44.1334,0.902934
11.7345,310.489,200.176,95.8238,44.1496,0.892137
11.735,310.227,200.041,95.3213,44.1141,0.852477
11.7355,308.956,199.135,94.8846,44.2541,0.939647
11.736,310.056,200.135,94.5047,44.2543,0.927975
11.7365,310.755,200.677,94.2894,44.2976,0.941568
11.737,310.596,200.638,93.774,44.2436,0.91663
11.7375,310.144,200.566,93.7017,44.3446,0.91303
11.738,309.578,199.958,93.0121,44.3117,0.881681
11.7385,306.329,197.184,91.8571,44.2822,0.973862
11.739,310.706,201.473,91.3955,44.0599,0.86358
11.7395,312.01,203.746,90.1529,44.0676,0.851487
11.74,314.938,205.805,90.5975,44.1546,0.905574
11.7405,300.168,190.143,94.1254,44.5328,0.933852
11.741,309.928,200.602,90.0473,44.0853,0.938368
11.7415,311.149,202.491,87.8573,44.0061,0.962314
11.742,317.597,207.851,90.4148,43.9949,0.863335
11.7425,305.955,197.572,87.2183,43.6315,0.873077
11.743,307.898,199.395,87.5428,43.412,0.808602
11.7435,309.125,201.074,90.0862,44.4836,1.19923
11.744,310.801,202.742,88.8955,44.0199,0.933899
11.7445,311.639,203.73,87.8304,44.0895,0.941402
11.745,312.111,204.263,86.5092,43.9518,0.980546
11.7455,310.867,203.67,84.9132,43.8869,0.999367
11.746,311.961,204.626,83.0793,43.6574,0.900645
11.7465,310.905,203.337,81.8298,43.6244,0.948103
11.747,310.872,203.472,81.007,43.3647,0.904839
11.7475,311.731,205.056,80.5204,43.1934,0.906733
11.748,323.644,220.005,81.3811,43.177,0.887921
11.7485,360.35,257.522,71.7895,43.2185,0.901418
11.749,272.898,159.433,87.3257,44.6062,0.921763
11.7495,307.144,199.89,85.9333,43.0663,0.845602
11.75,310.843,204.885,78.6182,42.7406,0.981138
11.7505,313.148,207.591,75.5897,42.9659,1.0249
11.751,318.335,212.484,75.4954,43.0535,1.05053
11.7515,316.268,210.647,75.6325,42.9497,1.06027
11.752,314.219,208.81,78.5245,42.641,0.975363
11.7525,312.653,207.646,79.7438,42.908,0.974712
11.753,313.2,208.742,78.5291,42.9922,1.05141
11.7535,311.526,207.504,75.486,42.6776,1.07231
11.754,316.125,212.115,74.3774,42.2238,0.914126
11.7545,312.374,208.479,75.0551,42.2546,0.894494
11.755,313.394,209.924,76.8294,42.0525,0.80405
11.7555,311.403,208.458,74.7965,42.1521,0.966547
11.756,310.023,207.374,72.5224,41.6821,0.870322
11.7565,315.673,213.247,72.9291,41.7793,0.912361
11.757,314.251,211.891,73.8412,41.7348,0.900014
11.7575,312.272,210.352,72.9,41.4877,0.858323
11.758,306.313,205.041,70.7939,41.4163,0.880772
11.7585,310.593,209.483,69.9817,41.1255,0.854829
11.759,316.371,215.501,71.2106,40.9869,0.828449
11.7595,314.248,213.531,73.9264,40.6964,0.791466
11.76,310.682,210.355,73.8985,40.733,0.922107
11.7605,312.056,212.053,69.563,40.5168,0.868754
11.761,327.228,227.894,66.7077,39.9283,0.829169
11.7615,318.134,218.714,66.6318,39.3503,0.813521
11.762,285.91,186.592,70.2267,38.7067,0.821487
11.7625,309.467,210.282,70.4487,37.5794,0.562243
11.763,315.679,216.773,69.2446,39.9466,0.926847
11.7635,307.518,208.8,58.009,37.9969,0.99055
11.764,306.295,207.985,59.8388,36.8885,0.854825
11.7645,309.968,211.47,66.1492,37.0898,0.852062
11.765,307.578,210.555,86.0583,36.5383,0.924777
11.7655,311.954,214.472,121.996,36.4712,0.684722
11.766,286.263,187.95,36.2205,37.9901,0.787579
11.7665,302.51,204.74,48.3069,35.3858,0.762698
11.767,306.609,209.075,52.7175,35.6985,0.852047
11.7675,308.196,210.962,55.0558,35.7083,0.867528
11.768,309.53,212.843,56.203,35.619,0.876917
11.7685,309.955,213.629,55.0883,35.2279,0.901646
11.769,309.5,213.458,55.829,34.9991,0.867456
11.7695,305.988,210.14,56.7082,34.9058,0.952685
11.77,307.936,212.485,57.1992,34.8479,0.88421
11.7705,318.92,223.718,59.3783,35.2516,0.895402
11.771,312.729,217.163,58.8066,35.1252,0.941404
11.7715,312.419,217.394,59.6704,35.0719,0.892233
11.772,311.25,216.255,57.4514,35.4,0.954613
11.7725,313.066,218.559,60.9264,35.2319,0.956929
11.773,312.871,217.916,58.4133,35.2438,0.856672
11.7735,312.264,217.39,62.6177,35.7139,0.818285
11.774,314.123,219.364,59.5624,35.5009,0.84409
11.7745,305.554,211.024,60.1675,34.9872,0.92972
11.775,324.359,230.204,64.8381,35.415,1.01382
11.7755,303.084,209.062,59.0912,35.4749,0.982814
11.776,318.665,225.102,67.3696,35.186,0.882988
11.7765,308.858,215.474,65.7691,35.5776,0.977182
11.777,318.325,225.232,61.9458,35.7724,0.854743
11.7775,317.623,224.156,59.5631,36.5727,1.06637
11.778,311.621,219.352,65.9888,36.443,0.99202
11.7785,315.678,222.808,66.6064,36.3344,0.891483
11.779,316.517,223.827,64.3239,36.3374,1.05013
11.7795,314.652,222.217,67.0224,36.5136,0.993705
11.78,312.842,220.563,68.2318,36.1598,0.978226
11.7805,318.715,226.175,63.7288,36.0209,0.999837
11.781,320.769,228.311,59.0141,35.7937,1.01925
11.7815,320.863,228.672,60.5048,35.6791,0.884822
11.782,317.376,225.347,64.5717,36.2499,0.856971
11.7825,317.459,225.617,66.1788,36.8246,0.939238
11.783,317.189,225.608,63.9721,36.2523,0.94988
11.7835,318.153,226.701,63.082,36.4648,1.02435
11.784,329.577,238.411,71.2275,41.0816,1.01501
11.7845,320.808,229.87,63.4183,36.54,1.06846
11.785,314.191,223.481,66.8583,35.8922,1.09976
11.7855,315.935,225.564,74.1575,32.5193,1.10494
11.786,310.57,220.444,66.7326,32.1284,1.13192
11.7865,317.735,227.138,50.2961,32.6938,0.984825
11.787,319.878,229.248,46.9421,32.6723,1.01591
11.7875,321.86,231.467,50.4983,30.6142,1.10926
11.788,317.455,227.476,53.071,31.6792,1.12633
11.7885,327.578,237.742,61.8287,33.2496,1.00652
11.789,315.803,226.246,55.9191,29.0989,1.23906
11.7895,323.518,234.207,63.0965,30.3092,1.16856
11.79,313.805,224.821,58.5328,29.2601,1.33267
11.7905,336.789,247.515,75.3369,33.3907,1.15635
11.791,310.014,221.671,57.851,30.0755,1.14652
11.7915,318.791,230.525,61.9919,31.6651,1.13032
11.792,318.696,230.235,60.1321,28.1232,1.19839
11.7925,314.62,226.611,63.2937,28.4837,1.26455
11.793,316.767,228.702,62.4562,28.4695,1.32039
11.7935,325.336,237.525,67.0363,27.2704,1.2481
11.794,325.173,237.331,69.1334,28.5683,1.29319
11.7945,326.759,239.241,73.584,29.0614,1.28071
11.795,331.298,243.647,69.5562,26.1868,1.4027
11.7955,320.36,232.657,68.4788,26.2345,1.21695
11.796,330.686,243.704,87.088,28.0978,1.04444
11.7965,326.426,239.264,76.6776,25.2613,1.13841
11.797,327.773,240.715,91.5961,27.653,1.07569
11.7975,324.843,237.759,61.8173,26.0999,1.06383
11.798,339.504,252.654,98.153,26.8644,1.04467
11.7985,344.085,256.894,78.7797,26.7411,0.989562
11.799,314.767,228.131,66.2724,25.9326,1.18412
11.7995,333.159,246.337,74.7262,26.58,1.04876
11.8,321.7,235.372,73.6166,24.2257,1.00782
11.8005,346.771,259.501,78.9104,24.3954,1.0846
11.801,319.395,233.371,84.2374,24.7693,1.13133
11.8015,343.896,257.99,103.882,25.6472,1.04495
11.802,330.933,245.183,88.5009,25.035,1.1379
11.8025,339.233,253.642,112.138,24.9654,1.02787
11.803,340.198,254.572,102.884,25.4299,1.06589
11.8035,349.526,263.955,114.143,25.8976,0.991586
11.804,362.239,276.713,125.629,26.8495,0.985829
11.8045,335.923,250.923,106.246,19.0536,1.17061
11.805,306.564,221.307,59.1131,19.8521,1.34585
11.8055,361.797,277.435,159.562,22.2974,0.951645
11.806,339.815,254.848,85.0526,25.3276,0.882464
11.8065,360.335,275.382,109.826,22.2953,0.916781
11.807,366.997,281.862,131.516,40.1682,0.442023
11.8075,347.483,263.5,113.491,-1.05908,1.41641
11.808,306.077,221.212,56.8462,5.09874,1.09894
11.8085,329.205,244.677,88.198,21.778,1.20262
11.809,335.546,251.037,100.582,21.5067,1.53809
11.8095,341.816,257.476,108.841,22.5496,1.47064
11.81,335.648,251.27,104.946,21.3526,1.41035
11.8105,342.233,257.965,111.745,21.856,1.25982
11.811,346.136,262.001,114.483,23.7709,1.24596
11.8115,367.021,282.988,135.928,25.6198,1.03377
11.812,349.045,265.113,116.022,6.09747,1.29058
11.8125,338.532,254.505,98.6815,24.113,1.07665
11.813,343.832,260.006,108.436,22.4295,1.4024
11.8135,370.875,286.934,134.95,24.0496,1.46067
11.814,364.227,280.87,134.476,23.5472,1.53501
11.8145,344.563,261.467,107.592,19.546,2.01245
11.815,311.167,227.928,77.4784,12.1761,1.83931
11.8155,321.725,238.822,94.3358,17.1972,1.67448
11.816,341.221,258.743,115.21,20.6755,1.66509
11.8165,344.698,262.164,115.158,22.764,1.93198
11.817,333.143,250.492,101.096,14.7866,1.54188
11.8175,355.822,273.422,125.962,8.92733,1.22097
11.818,340.631,258.293,111.571,-0.0745396,1.5785
11.8185,324.067,241.667,93.9265,8.05235,1.38648
11.819,333.883,251.588,109.059,24.0756,1.48044
11.8195,339.05,257.012,112.464,25.2934,1.81952
11.82,342.429,260.473,116.279,22.3297,1.651
11.8205,345.093,263.247,119.079,22.1294,1.56477
11.821,347.944,266.147,121.917,22.1821,1.49292
11.8215,347.643,265.95,122.185,18.5904,1.57427
11.822,340.143,258.544,114.223,0.146002,1.73046
11.8225,348.618,267.195,122.844,20.7748,1.4188
11.823,348.599,267.322,123.411,20.35,1.58503
11.8235,351.58,270.435,127.011,19.0809,1.59756
11.824,352.169,271.013,128.134,18.6822,1.5065
11.8245,350.569,269.532,126.953,17.0486,1.49856
11.825,349.566,268.585,126.152,16.3837,1.40366
11.8255,350.243,269.298,127.319,17.6643,1.43247
11.826,349.165,268.304,126.66,17.1362,1.40209
11.8265,350.649,269.927,128.483,17.2087,1.47337
11.827,350.258,269.609,128.565,16.4929,1.46006
11.8275,350.362,269.783,129.033,15.7747,1.51923
11.828,349.734,269.292,128.754,13.8881,1.35216
11.8285,350.045,269.684,129.508,13.5157,1.29692
11.829,353.541,273.186,133.198,16.8542,1.31724
11.8295,355.857,275.57,135.737,20.8387,1.41937
11.83,353.117,272.912,134.138,21.0182,1.37399
11.8305,343.175,263.044,125.048,16.1328,1.23047
11.831,342.527,262.508,124.702,14.8941,1.02931
11.8315,350.31,270.307,132.309,16.0074,1.34707
11.832,350.244,270.372,132.853,16.6034,1.27329
11.8325,356.239,276.41,138.717,19.0795,1.67664
11.833,358.569,278.797,141.302,20.8689,1.84655
11.8335,328.518,248.929,114.077,6.25258,0.169256
11.834,332.341,252.797,117.443,4.94524,0.74363
11.8345,343.66,264.157,128.612,9.52789,0.908117
11.835,350.102,270.695,134.458,13.4931,1.25831
11.8355,356.985,277.54,141.266,16.5396,1.43449
11.836,358.089,278.663,142.731,18.1782,1.38065
11.8365,330.865,251.531,118.965,7.89527,0.523823
11.837,334.963,255.76,122.852,9.63474,0.676499
11.8375,344.722,265.587,132.334,12.1263,1.03766
11.838,348.288,269.333,137.113,12.4655,1.07265
11.8385,340.8,261.811,129.665,11.586,1.2794
11.839,343.59,264.606,131.373,12.0749,1.19402
11.8395,348.193,269.227,137.118,12.5129,1.18393
11.84,347.517,268.642,138.458,11.2674,0.978062
11.8405,340.396,261.638,131.911,10.051,1.05919
11.841,337.715,258.991,127.18,9.92388,1.23636
11.8415,340.141,261.405,129.548,10.3114,1.09387
11.842,346.121,267.456,138.91,10.3236,1.10372
11.8425,344.473,265.868,137.002,9.87802,1.11534
11.843,340.361,261.732,131.106,9.03117,1.03648
11.8435,339.934,261.351,129.895,9.06538,1.09267
11.844,342.882,264.402,135.649,9.29992,1.0678
11.8445,344.449,266.022,138.146,9.34079,1.10528
11.845,343.327,264.994,137.718,8.92614,1.07522
11.8455,336.954,258.596,127.393,8.61227,1.09189
11.846,336.987,258.654,128.46,8.13224,1.06346
11.8465,340.824,262.575,135.357,8.04494,1.103
11.847,340.903,262.742,134.969,8.2533,1.11515
11.8475,340.455,262.322,133.81,8.31224,1.13533
11.848,337.668,259.599,130.475,7.78539,1.09333
11.8485,337.196,259.183,131.019,7.25138,1.05212
11.849,337.322,259.388,130.914,6.89872,1.08387
11.8495,337.201,259.272,130.456,6.83158,1.12993
11.85,336.427,258.548,129.735,6.57004,1.10369
11.8505,335.34,257.466,128.784,6.25141,1.05234
11.851,333.533,255.708,126.852,5.96481,1.0679
11.8515,333.173,255.409,126.476,6.36968,1.03339
11.852,334.716,257.03,128.211,6.30365,1.00652
11.8525,332.274,254.628,125.784,6.92295,1.12876
11.853,332.745,255.186,126.712,6.89452,1.11037
11.8535,330.487,252.98,124.49,5.99251,1.10067
11.854,330.141,252.686,124.369,6.21105,1.09435
11.8545,329.541,252.072,124.153,6.42393,1.10507
11.855,329.894,252.424,124.539,6.3129,1.14689
11.8555,329.612,252.144,124.476,5.92043,1.14071
11.856,329.474,252.037,124.486,5.68055,1.12854
11.8565,329.076,251.642,124.315,5.562,1.15703
11.857,328.049,250.669,123.679,5.5853,1.12022
11.8575,328.422,251.08,124.227,5.77668,1.16415
11.858,327.938,250.577,124.01,5.60344,1.17625
11.8585,326.863,249.518,123.234,5.40413,1.1156
11.859,327.823,250.528,124.518,5.94566,1.16473
11.8595,328.31,251.007,125.111,5.74367,1.20539
11.86,327.408,250.114,124.392,5.19956,1.20552
11.8605,325.332,248.0,122.54,4.09008,1.11172
11.861,323.325,246.026,121.106,4.03867,1.0484
11.8615,324.711,247.428,122.641,5.17236,1.15938
11.862,325.522,248.26,123.631,5.39361,1.23324
11.8625,324.725,247.46,123.027,4.90127,1.23608
11.863,323.143,245.905,121.718,4.4002,1.18541
11.8635,323.042,245.887,121.823,4.74906,1.19019
11.864,323.065,245.96,122.207,4.95053,1.22037
11.8645,322.965,245.852,122.371,5.03725,1.25582
11.865,322.734,245.61,122.418,5.11987,1.26551
11.8655,322.833,245.709,122.672,5.0294,1.28053
11.866,322.198,245.099,122.473,4.8874,1.22514
11.8665,322.59,245.489,123.072,4.94946,1.25315
11.867,322.249,245.185,123.015,4.84059,1.27247
11.8675,322.214,245.174,123.188,4.72697,1.25973
11.868,321.394,244.388,122.721,4.48149,1.21993
11.8685,321.353,244.408,122.833,4.42419,1.25871
11.869,320.943,244.031,122.647,4.46995,1.23515
11.8695,320.993,244.105,122.902,4.52964,1.23393
11.87,321.204,244.339,123.27,4.62044,1.29071
11.8705,321.185,244.335,123.489,4.54782,1.29694
11.871,320.641,243.801,123.181,4.34331,1.25987
11.8715,320.572,243.759,123.342,4.36822,1.24303
11.872,320.614,243.835,123.582,4.32073,1.24968
11.8725,320.465,243.689,123.669,4.23808,1.2271
11.873,320.458,243.681,123.84,4.31501,1.23901
11.8735,320.116,243.357,123.792,4.24265,1.23878
11.874,320.34,243.577,124.081,4.18952,1.23916
11.8745,320.082,243.336,124.019,4.14006,1.23346
11.875,320.017,243.254,124.193,4.18055,1.22806
11.8755,319.911,243.149,124.326,4.15715,1.22284
11.876,320.016,243.272,124.679,4.12977,1.24341
11.8765,319.659,242.907,124.575,3.88642,1.20767
11.877,319.769,242.996,124.75,3.88777,1.21408
11.8775,319.817,243.073,124.99,3.90736,1.19366
11.878,319.581,242.868,124.926,3.80686,1.19432
11.8785,319.881,243.135,125.265,3.97685,1.23826
11.879,319.704,242.994,125.283,3.8838,1.22118
11.8795,319.712,243.006,125.481,3.76889,1.19925
11.88,319.696,242.997,125.646,3.71942,1.19955
11.8805,319.882,243.198,125.903,3.65228,1.20463
11.881,320.019,243.337,126.134,3.58193,1.21077
11.8815,319.931,243.229,126.25,3.484,1.1893
11.882,319.662,242.986,126.247,3.40749,1.1408
11.8825,319.952,243.259,126.631,3.40715,1.16286
11.883,319.968,243.284,126.797,3.35199,1.18422
11.8835,319.714,243.027,126.8,3.24113,1.16262
11.884,320.26,243.54,127.323,3.37681,1.17031
11.8845,320.418,243.731,127.608,3.37079,1.15151
11.885,320.002,243.313,127.438,3.29297,1.10597
11.8855,320.23,243.517,127.77,3.35286,1.15471
11.886,320.351,243.593,127.947,3.38703,1.14803
11.8865,320.497,243.743,128.203,3.34838,1.13975
11.887,320.617,243.866,128.512,3.24008,1.12404
11.8875,320.326,243.603,128.458,3.18365,1.11928
11.888,320.709,243.995,128.946,3.33659,1.1442
11.8885,320.721,244.004,129.092,3.28108,1.08119
11.889,320.504,243.787,128.985,3.322,1.10272
11.8895,321.162,244.445,129.666,3.41642,1.12718
11.89,320.951,244.223,129.571,3.28285,1.10751
11.8905,320.949,244.199,129.685,3.32817,1.10933
11.891,321.287,244.507,130.095,3.37996,1.10069
11.8915,321.421,244.656,130.458,3.44242,1.10104
11.892,321.318,244.53,130.496,3.51272,1.09707
11.8925,321.488,244.716,130.717,3.61692,1.09763
11.893,321.646,244.861,130.974,3.62861,1.09573
11.8935,321.839,245.022,131.262,3.81027,1.10277
11.894,321.778,244.958,131.284,3.83598,1.09662
11.8945,321.812,244.958,131.452,3.84736,1.06354
11.895,321.463,244.575,131.178,3.79627,1.08028
11.8955,321.411,244.505,131.285,3.86832,1.06762
11.896,321.71,244.806,131.642,3.95596,1.05044
11.8965,321.691,244.755,131.713,4.09892,1.06596
11.897,321.645,244.706,131.878,4.15537,1.06678
11.8975,322.659,245.715,132.868,4.18934,1.04817
11.898,322.699,245.703,132.979,4.15696,1.05865
11.8985,323.499,246.499,133.817,4.17155,1.0688
11.899,323.232,246.215,133.702,4.13727,1.07204
11.8995,323.31,246.254,133.862,4.04767,1.04168
11.9,322.791,245.696,133.498,3.98416,1.06216
11.9005,323.295,246.125,133.968,3.63866,1.06886
11.901,322.177,245.012,133.165,3.8514,1.02326
11.9015,323.144,245.971,134.156,3.71089,1.05299
11.902,323.119,245.94,134.281,3.82527,1.04261
11.9025,323.449,246.254,134.749,3.7964,1.02566
11.903,323.304,246.098,134.701,3.63162,1.04164
11.9035,323.384,246.182,134.853,3.59479,1.05491
11.904,323.48,246.255,135.016,3.65285,1.05793
11.9045,323.514,246.271,135.153,3.64118,1.06276
11.905,322.426,245.184,134.356,3.52707,1.02106
11.9055,323.664,246.406,135.562,3.52524,1.03239
11.906,324.939,247.667,136.746,3.5246,1.05811
11.9065,324.34,247.069,136.397,3.46713,1.0294
11.907,323.511,246.216,135.75,3.39741,1.02086
11.9075,323.512,246.166,135.836,3.39089,1.00376
11.908,324.494,247.116,136.727,3.44769,1.04109
11.9085,325.074,247.675,137.367,3.46031,1.0652
11.909,325.065,247.648,137.477,3.42302,1.0619
11.9095,324.647,247.214,137.234,3.35302,1.0169
11.91,324.554,247.088,137.206,3.28259,1.0011
11.9105,324.845,247.33,137.502,3.27152,1.0078
11.911,324.932,247.405,137.666,3.21623,1.01269
11.9115,324.97,247.411,137.767,3.22293,1.02738
11.912,325.073,247.472,137.918,3.23639,1.03426
11.9125,325.114,247.475,138.003,3.17151,1.01313
11.913,325.108,247.441,138.051,3.13633,1.01112
11.9135,325.457,247.769,138.373,3.18674,1.04068
11.914,325.37,247.663,138.401,3.16737,1.02086
11.9145,325.511,247.779,138.564,3.15944,1.0377
11.915,325.406,247.63,138.554,3.13238,1.00421
11.9155,325.331,247.521,138.557,3.08772,0.982415
11.916,325.528,247.67,138.815,3.1288,1.02719
11.9165,325.552,247.653,138.908,3.12781,1.02007
11.917,325.679,247.75,139.084,3.13237,1.0295
11.9175,325.626,247.67,139.124,3.13234,1.01704
11.918,325.624,247.638,139.213,3.12325,1.00669
11.9185,325.828,247.744,139.397,3.11682,1.01271
11.919,325.829,247.705,139.465,3.10838,1.01135
11.9195,325.819,247.664,139.488,3.08073,0.980876
11.92,325.93,247.717,139.667,3.10373,1.01503
11.9205,326.109,247.865,139.839,3.11235,1.02836
11.921,326.034,247.771,139.854,3.04736,0.985611
11.9215,326.005,247.728,139.966,3.04394,0.995207
11.922,325.89,247.602,139.959,3.02043,0.973579
11.9225,326.097,247.76,140.154,3.06782,1.02854
11.923,326.159,247.775,140.246,3.01319,0.99448
11.9235,326.042,247.632,140.244,3.00013,0.995516
11.924,325.944,247.518,140.264,3.00191,0.996382
11.9245,326.018,247.573,140.355,3.0369,1.00994
11.925,326.142,247.624,140.446,3.03403,0.990902
11.9255,326.31,247.76,140.575,3.03595,1.00256
11.926,326.282,247.692,140.596,3.03847,1.00343
11.9265,326.354,247.745,140.716,3.03373,1.01207
11.927,326.22,247.599,140.695,3.00226,0.992829
11.9275,326.296,247.628,140.814,3.01021,1.00881
11.928,326.34,247.645,140.914,2.9801,1.0069
11.9285,326.33,247.614,140.969,2.96537,0.999136
11.929,326.522,247.746,141.165,2.97969,1.02969
11.9295,326.458,247.642,141.16,2.93314,0.9917
11.93,326.494,247.64,141.242,2.92847,1.00054
11.9305,326.385,247.505,141.223,2.88563,0.985699
11.931,326.405,247.484,141.264,2.87426,0.990677
11.9315,326.417,247.433,141.337,2.86565,0.990811
11.932,326.46,247.439,141.394,2.87982,0.998576
11.9325,326.319,247.286,141.401,2.88463,0.993349
11.933,326.462,247.367,141.504,2.87341,1.00043
11.9335,326.404,247.267,141.483,2.83913,0.976255
11.934,326.38,247.239,141.522,2.84507,0.986647
11.9345,326.655,247.475,141.737,2.87674,1.0038
11.935,326.578,247.383,141.738,2.85904,1.00511
11.9355,326.558,247.328,141.766,2.87393,1.01502
11.936,326.529,247.263,141.709,2.85522,0.9998
11.9365,326.306,247.032,141.574,2.79382,0.950701
11.937,326.337,247.038,141.656,2.81181,0.975801
11.9375,326.48,247.128,141.804,2.86238,1.01433
11.938,326.439,247.046,141.815,2.86198,1.01535
11.9385,326.254,246.84,141.709,2.81967,0.984763
11.939,326.356,246.881,141.795,2.8091,0.983695
11.9395,326.513,247.009,141.928,2.81549,0.999225
11.94,326.678,247.128,142.06,2.83851,1.02994
